Brand,Brand URL
J & B,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=J%20%26%20B&viewAll=brand&count=48&page=
Jml,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Jml&viewAll=brand&count=48&page=
Jurassic World,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Jurassic%20World&viewAll=brand&count=48&page=
Lego City,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Lego%20City&viewAll=brand&count=48&page=
Lindam Limited,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Lindam%20Limited&viewAll=brand&count=48&page=
Logitech,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Logitech&viewAll=brand&count=48&page=
Maxell,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Maxell&viewAll=brand&count=48&page=
Minecraft,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Minecraft&viewAll=brand&count=48&page=
Miraculous,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Miraculous&viewAll=brand&count=48&page=
Mitre,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Mitre&viewAll=brand&count=48&page=
